DraftYear,Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,PasAtt,PasYds,PasTD,Int,RusAtt,RusYds,RusTD,Rec,RecYds,RecTD,Solo,DefInt,Sk,College/Univ
2015,5,137,ATL,Grady Jarrett,NT,22,2023,0,2,7,51,51,135,0,0,0,0,0,0,0,0,0,0,0,237,,34,Clemson
2021,1,25,JAX,Travis Etienne,RB,22,2023,0,0,1,20,20,34,0,0,0,0,0,487,2133,16,93,792,1,,,,Clemson
2021,6,204,CAR,Shi Smith,WR,22,2022,0,0,0,4,4,23,0,0,0,0,0,1,-3,0,28,400,2,4,,,South Carolina
2015,5,140,OAK,Ben Heeney,ILB,23,2017,0,0,0,3,3,24,0,0,0,0,0,0,0,0,0,0,0,44,,2.5,Kansas
2015,5,141,WAS,Martrell Spaight,OLB,22,2018,0,0,0,6,6,37,0,0,0,0,0,0,0,0,0,0,0,68,1,,Arkansas
2015,5,142,CHI,Adrian Amos,S,22,2023,0,0,8,38,19,142,0,0,0,0,0,0,0,0,0,0,0,539,10,6,Penn St.
2024,6,194,CIN,Tanner McLachlan,TE,25,,0,0,0,,,,,,,,,,,,,,,,,,Arizona
2015,5,144,NYG,Mykkele Thompson,S,22,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Texas
2015,5,145,MIA,Bobby McCain,CB,22,2023,0,0,6,28,17,131,0,0,0,0,0,0,0,0,0,0,0,302,11,4,Memphis
2021,5,179,DAL,Simi Fehoko,WR,23,2023,0,0,0,0,0,16,0,0,0,0,0,0,0,0,4,33,1,1,,,Stanford
2015,5,148,NOR,Davis Tull,OLB,23,,0,0,0,,,,,,,,,,,,,,,,,,Chattanooga
2019,6,204,SEA,Travis Homer,RB,21,2023,0,0,0,8,8,65,0,0,0,0,0,83,453,1,52,464,2,21,,,Miami (FL)
2015,5,150,MIA,Cedric Thompson,S,22,,0,0,0,,,,,,,,,,,,,,,,,,Minnesota
2015,5,151,IND,David Parry,NT,23,2018,0,0,2,13,13,36,0,0,0,0,0,0,0,0,0,0,0,52,,5,Stanford
2015,5,152,NYJ,Jarvis Harrison,G,23,,0,0,0,,,,,,,,,,,,,,,,,,Texas A&M
2015,5,153,SDG,Kyle Emanuel,OLB,24,2020,0,0,2,16,16,71,0,0,0,0,0,0,0,0,0,0,0,95,2,4,North Dakota St.
2015,5,154,NOR,Tyeler Davison,DT,23,2022,0,0,6,31,16,111,0,0,0,0,0,0,0,0,0,0,0,101,,5,Fresno St.
2019,6,182,CIN,Trayveon Williams,RB,21,2023,0,0,0,3,3,51,0,0,0,0,0,62,307,0,15,74,0,9,,,Texas A&M
2022,2,54,KAN,Skyy Moore,WR,21,2023,0,0,0,4,4,30,0,0,0,0,0,6,47,0,43,494,1,1,,,Western Michigan
2022,5,170,HOU,Teagan Quitoriano,TE,22,2023,0,0,0,1,1,16,0,0,0,0,0,0,0,0,9,146,2,2,,,Oregon St.
2015,5,158,ARI,Shaquille Riddick,DE,22,,0,0,0,,,,,,,,,,,,,,,,,,West Virginia
2017,7,219,MIN,Stacy Coley,WR,23,2018,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,,,,Miami (FL)
2014,7,217,WAS,Ted Bolser,TE,23,,0,0,0,,,,,,,,,,,,,,,,,,Indiana
2015,5,161,OAK,Neiron Ball,OLB,23,2015,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,7,,1,Florida
2015,5,146,MIN,Stefon Diggs,WR,21,2023,1,4,8,83,33,136,0,1,0,0,0,32,162,0,810,9995,67,2,,,Maryland
2015,5,163,DAL,Ryan Russell,DE,23,2017,0,0,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,17,,3,Purdue
2015,5,164,DEN,Lorenzo Doss,CB,21,2018,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,6,,,Tulane
2015,5,165,SFO,Bradley Pinion,P,21,2023,0,0,1,12,5,145,0,0,0,0,0,0,0,0,0,0,0,5,,,Clemson
2015,5,166,NWE,Joe Cardona,LS,23,2023,0,0,0,7,7,144,0,0,0,0,0,0,0,0,0,0,0,10,,,Navy
2015,5,167,NOR,Damian Swann,CB,22,2015,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,20,,,Georgia
2015,5,168,DET,Michael Burton,FB,23,2023,0,0,1,0,0,130,0,0,0,0,0,35,71,1,21,131,1,16,,,Rutgers
2015,5,169,CAR,David Mayo,LB,22,2023,0,0,1,18,4,132,0,0,0,0,0,0,0,0,0,0,0,182,,5,Texas St.
2015,5,170,SEA,Tye Smith,CB,22,2021,0,0,0,3,0,45,0,0,0,0,0,0,0,0,0,0,0,49,1,,Towson
2016,6,177,LAR,Temarrick Hemingway,TE,23,2021,0,0,0,0,0,23,0,0,0,0,0,0,0,0,1,10,0,2,,,South Carolina St.
2015,5,172,KAN,D.J. Alexander,OLB,23,2019,0,1,0,7,5,61,0,0,0,0,0,0,0,0,0,0,0,43,,,Oregon St.
2024,4,107,NYG,Theo Johnson,TE,23,,0,0,0,,,,,,,,,,,,,,,,,,Penn St.
2014,3,75,STL,Tre Mason,RB,21,2015,0,0,1,8,8,25,0,0,0,0,0,254,972,5,34,236,1,,,,Auburn
2016,2,40,NYG,Sterling Shepard,WR,23,2023,0,0,5,27,27,90,0,0,0,0,0,24,186,1,372,4095,23,3,,,Oklahoma
2015,5,176,BAL,Robert Myers,G,23,,0,0,0,,,,,,,,,,,,,,,,,,Tennessee St.
2015,6,177,TEN,Deiontrez Mount,OLB,22,2017,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,6,1,,Louisville
2015,6,178,NWE,Matthew Wells,LB,24,,0,0,0,,,,,,,,,,,,,,,,,,Mississippi St.
2015,6,179,OAK,Max Valles,OLB,21,,0,0,0,,,,,,,,,,,,,,,,,,Virginia
2015,6,180,JAX,Michael Bennett,DT,22,2018,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,12,,0.5,Ohio St.
2015,6,181,WAS,Kyshoen Jarrett,S,22,2015,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,39,,,Virginia Tech
2015,6,182,WAS,Tevin Mitchel,CB,23,,0,0,0,,,,,,,,,,,,,,,,,,Arkansas
2015,6,183,CHI,Tayo Fabuluje,T,24,2015,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,TCU
2014,6,189,DET,T.J. Jones,WR,22,2019,0,0,0,7,7,45,0,0,0,0,0,1,-3,0,67,852,5,1,,,Notre Dame
2015,6,185,MIN,Tyrus Thompson,T,23,,0,0,0,,,,,,,,,,,,,,,,,,Oklahoma
2024,7,241,MIA,Tahj Washington,WR,,,0,0,0,,,,,,,,,,,,,,,,,,
2016,5,140,TEN,Tajae Sharpe,WR,21,2021,0,0,3,12,11,66,0,0,0,0,0,2,17,0,117,1397,8,1,,,Massachusetts
2015,6,188,BUF,Tony Steward,OLB,22,2015,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,1,,,Clemson
2015,6,189,CLE,Charles Gaines,CB,22,2015,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,15,,,Louisville
2015,6,190,SFO,Ian Silberman,G,22,2018,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Boston Col.
2015,6,191,PHI,JaCorey Shepherd,CB,22,2016,0,0,0,1,,11,0,0,0,0,0,0,0,0,0,0,0,1,,,Kansas
2015,6,192,SDG,Darius Philon,DT,21,2021,0,0,0,14,12,65,0,0,0,0,0,0,0,0,0,0,0,65,,11.5,Arkansas
2015,6,193,MIN,B.J. Dubose,DE,23,,0,0,0,,,,,,,,,,,,,,,,,,Louisville
2016,7,231,MIA,Thomas Duarte,TE,21,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,UCLA
2024,3,82,ARI,Tip Reiman,TE,22,,0,0,0,,,,,,,,,,,,,,,,,,Illinois
2015,6,196,PHI,Randall Evans,CB,23,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Kansas St.
2015,6,197,CIN,Derron Smith,S,23,2017,0,0,0,3,2,38,0,0,0,0,0,0,0,0,0,0,0,9,,,Fresno St.
2019,7,228,BUF,Tommy Sweeney,TE,24,2022,0,0,0,1,1,24,0,0,0,0,0,0,0,0,18,165,1,,,,Boston Col.
2015,6,199,PIT,Leterrius Walton,DT,23,2018,0,0,0,4,4,36,0,0,0,0,0,0,0,0,0,0,0,17,,2,Central Michigan
2015,6,200,DET,Quandre Diggs,CB,22,2023,0,3,4,41,11,137,0,0,0,0,0,0,0,0,0,0,0,428,24,1,Texas
2021,3,83,CAR,Tommy Tremble,TE,21,2023,0,0,1,4,4,49,0,0,0,0,0,3,11,1,62,548,7,7,,,Notre Dame
2015,6,203,DEN,Darius Kilgo,NT,23,2018,0,0,0,3,2,29,0,0,0,0,0,0,0,0,0,0,0,11,,,Maryland
2017,3,72,TEN,Taywan Taylor,WR,22,2020,0,0,0,6,6,35,0,0,0,0,0,8,43,0,53,697,2,4,,,Western Kentucky
2015,6,206,GNB,Aaron Ripkowski,FB,22,2017,0,0,0,2,2,47,0,0,0,0,0,39,163,2,17,103,1,9,,,Oklahoma
2015,6,207,IND,Amarlo Herrera,ILB,23,2015,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia
2015,6,208,TEN,Andy Gallik,C,23,2015,0,0,1,4,4,12,0,0,0,0,0,0,0,0,0,0,0,,,,Boston Col.
2015,6,209,SEA,Obum Gwacham,DE,24,2017,0,0,0,1,,15,0,0,0,0,0,0,0,0,0,0,0,7,,2.5,Oregon St.
2015,6,210,GNB,Christian Ringo,DE,23,2022,0,0,0,5,1,36,0,0,0,0,0,0,0,0,0,0,0,22,,1.5,Louisiana
2015,6,211,HOU,Reshard Cliett,OLB,23,,0,0,0,,,,,,,,,,,,,,,,,,South Florida
2015,6,212,PIT,Anthony Chickillo,DE,22,2020,0,0,1,10,9,76,0,0,0,0,0,0,0,0,0,0,0,66,,8.5,Miami (FL)
2021,3,97,LAC,Tre' McKitty,TE,22,2023,0,0,0,1,1,34,0,0,0,0,0,0,0,0,16,117,0,2,,,Georgia
2015,6,214,SEA,Kristjan Sokoli,DT,23,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Buffalo
2015,6,215,STL,Cody Wichmann,G,23,2016,0,0,2,6,6,24,0,0,0,0,0,0,0,0,0,0,0,,,,Fresno St.
2015,6,216,HOU,Christian Covington,DT,21,2022,0,0,1,20,8,102,0,0,0,0,0,0,0,0,0,0,0,106,,9.5,Rice
2015,6,217,KAN,Rakeem Nunez-Roches,DT,22,2023,0,0,3,24,8,118,0,0,0,0,0,0,0,0,0,0,0,83,,4,Southern Miss
2015,7,218,OAK,Anthony Morris,OL,23,,0,0,0,,,,,,,,,,,,,,,,,,Tennessee St.
2015,7,219,CLE,Hayes Pullard,ILB,23,2018,0,0,1,9,,46,0,0,0,0,0,0,0,0,0,0,0,84,1,,USC
2020,2,33,CIN,Tee Higgins,WR,21,2023,0,0,3,31,31,58,0,0,0,0,0,5,28,0,257,3684,24,1,,,Clemson
2024,6,191,ARI,Tejhaun Palmer,WR,,,0,0,0,,,,,,,,,,,,,,,,,,
2015,7,222,WAS,Austin Reiter,C,23,2021,0,0,2,20,,65,0,0,0,0,0,0,0,0,0,0,0,,,,South Florida
2015,7,223,NYJ,Deon Simon,NT,25,2016,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,12,,1.5,Northwestern St. (LA)
2015,7,224,STL,Bryce Hager,ILB,23,2020,0,0,0,7,5,79,0,0,0,0,0,0,0,0,0,0,0,45,,0.5,Baylor
2015,7,225,ATL,Jake Rodgers,T,23,2020,0,0,0,1,,19,0,0,0,0,0,0,0,0,0,0,0,,,,Eastern Washington
2015,7,226,NYG,Bobby Hart,G,21,2022,0,0,4,27,8,98,0,0,0,0,0,0,0,0,0,0,0,,,,Florida St.
2015,7,227,STL,Martin Ifedi,DE,24,,0,0,0,,,,,,,,,,,,,,,,,,Memphis
2015,7,228,MIN,Austin Shepherd,T,23,2015,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama
2019,4,121,NYJ,Trevon Wesco,TE,23,2023,0,0,0,0,0,69,0,0,0,0,0,2,2,0,9,134,0,6,,,West Virginia
2022,6,203,CHI,Trestan Ebner,RB,23,2022,0,0,0,0,0,17,0,0,0,0,0,24,54,0,2,8,0,3,,,Baylor
2015,7,231,TAM,Joey Iosefa,FB,24,2015,0,0,0,0,,2,0,0,0,0,0,15,51,0,0,0,0,,,,Hawaii
2015,7,232,MIN,Edmond Robinson,OLB,23,2021,0,0,0,3,2,38,0,0,0,0,0,0,0,0,0,0,0,17,,,Newberry
2021,2,59,CAR,Terrace Marshall Jr.,WR,21,2023,0,0,1,6,6,36,0,0,0,0,0,0,0,0,64,767,1,1,,,LSU
2019,7,237,CAR,Terry Godwin,WR,22,2020,0,0,0,0,,3,0,0,0,0,0,1,3,0,3,32,0,,,,Georgia
2024,3,66,ARI,Trey Benson,RB,22,,0,0,0,,,,,,,,,,,,,,,,,,Florida St.
2015,7,236,DAL,Mark Nzeocha,OLB,25,2021,0,0,0,5,0,56,0,0,0,0,0,0,0,0,0,0,0,33,1,1,Wyoming
2015,7,237,PHI,Brian Mihalik,DE,23,2018,0,0,0,5,,20,0,0,0,0,0,0,0,0,1,-4,0,1,,,Boston Col.
2019,3,76,WAS,Terry McLaurin,WR,23,2023,0,1,4,37,37,80,0,0,0,0,0,10,71,0,378,5283,25,5,,,Ohio St.
2015,7,239,PIT,Gerod Holliman,S,21,,0,0,0,,,,,,,,,,,,,,,,,,Louisville
2015,7,240,DET,Corey Robinson,T,23,2018,0,0,0,7,6,28,0,0,0,0,0,0,0,0,0,0,0,,,,South Carolina
2015,7,241,CLE,Ifo Ekpre-Olomu,CB,22,,0,0,0,,,,,,,,,,,,,,,,,,Oregon
2015,7,242,OAK,Dexter McDonald,CB,23,2017,0,0,0,2,2,27,0,0,0,0,0,0,0,0,0,0,0,42,,,Kansas
2015,7,243,DAL,Laurence Gibson,T,24,,0,0,0,,,,,,,,,,,,,,,,,,Virginia Tech
2015,7,244,SFO,Trent Brown,G,22,2023,0,1,5,39,11,100,0,0,0,0,0,0,0,0,0,0,0,,,,Florida
2014,7,240,SDG,Tevin Reese,WR,23,,0,0,0,,,,,,,,,,,,,,,,,,Baylor
2022,2,55,ARI,Trey McBride,TE,22,2023,0,0,1,10,10,33,0,0,0,0,0,0,0,0,110,1090,4,7,,,Colorado St.
2015,7,247,NWE,Darryl Roberts,CB,24,2021,0,0,1,13,,73,0,0,0,0,0,0,0,0,0,0,0,195,4,,Marshall
2015,7,248,SEA,Ryan Murphy,DB,22,2017,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,1,,,Oregon St.
2015,7,249,ATL,Akeem King,DB,23,2019,0,0,0,3,0,34,0,0,0,0,0,0,0,0,0,0,0,28,,,San Jose St.
2015,7,251,DEN,Taurean Nixon,DB,24,2016,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,,,Tulane
2015,7,252,DEN,Josh Furman,DB,,,0,0,0,,,,,,,,,,,,,,,,,,Oklahoma St.
2015,7,253,NWE,Xzavier Dickson,OLB,22,,0,0,0,,,,,,,,,,,,,,,,,,Alabama
2018,5,156,DEN,Troy Fumagalli,TE,23,2020,0,0,0,1,1,19,0,0,0,0,0,0,0,0,14,118,2,1,,,Wisconsin
2015,7,255,IND,Denzelle Good,T,24,2021,0,0,2,21,10,62,0,0,0,0,0,0,0,0,0,0,0,,,,Mars Hill
2014,2,52,ARI,Troy Niklas,TE,21,2017,0,0,1,1,1,41,0,0,0,0,0,0,0,0,19,203,3,7,,,Notre Dame
2023,4,128,LAR,Stetson Bennett,QB,25,,0,0,0,,,,,,,,,,,,,,,,,,Georgia
2014,6,213,NYJ,Tajh Boyd,QB,23,,0,0,0,,,,,,,,,,,,,,,,,,Clemson
2018,6,203,JAX,Tanner Lee,QB,23,,0,0,0,,,,,,,,,,,,,,,,,,Nebraska
2023,6,188,PHI,Tanner McKee,QB,23,,0,0,0,,,,,,,,,,,,,,,,,,Stanford
2014,1,32,MIN,Teddy Bridgewater,QB,21,2023,0,1,4,49,22,79,1372,2067,15120,75,47,221,844,11,0,0,0,,,,Louisville
2014,4,135,HOU,Tom Savage,QB,24,2017,0,0,1,3,3,13,181,315,2000,5,7,16,8,0,0,0,0,,,,Pittsburgh
2020,7,240,NOR,Tommy Stevens,QB,23,2020,0,0,0,0,,1,0,0,0,0,0,4,24,0,0,0,0,,,,Mississippi St.
2019,6,197,BAL,Trace McSorley,QB,24,2022,0,0,0,1,0,9,48,93,502,1,5,21,79,0,0,0,0,,,,Penn St.
2021,1,1,JAX,Trevor Lawrence,QB,21,2023,0,1,2,34,34,50,1116,1750,11770,58,39,205,964,11,0,0,0,4,,,Clemson
2015,7,250,DEN,Trevor Siemian,QB,23,2023,0,0,2,16,13,40,707,1208,7751,44,32,84,251,2,0,0,0,,,,Northwestern
2021,1,3,SFO,Trey Lance,QB,21,2022,0,0,0,4,4,8,56,102,797,5,3,54,235,1,0,0,0,1,,,North Dakota St.
2020,1,5,MIA,Tua Tagovailoa,QB,22,2023,0,1,3,38,38,53,1096,1638,12639,81,37,136,381,6,0,0,0,,,,Alabama
2014,1,1,HOU,Jadeveon Clowney,DE,21,2023,0,3,8,59,38,126,0,0,0,0,0,0,0,0,0,0,0,248,1,52.5,South Carolina
2014,1,2,STL,Greg Robinson,T,21,2019,0,0,5,24,13,83,0,0,0,0,0,0,0,0,0,0,0,,,,Auburn
2015,5,156,MIA,Tony Lippett,WR,23,2018,0,0,1,6,6,28,0,0,0,0,0,0,0,0,0,0,0,58,4,,Michigan St.
2014,1,5,OAK,Khalil Mack,LB,23,2023,3,8,8,95,42,151,0,0,0,0,0,0,0,0,0,0,0,442,3,101.5,Buffalo
2014,1,6,ATL,Jake Matthews,T,22,2023,0,1,9,69,69,162,0,0,0,0,0,0,0,0,0,0,0,,,,Texas A&M
2019,6,184,DET,Travis Fulgham,WR,23,2021,0,0,1,4,0,17,0,0,0,0,0,0,0,0,38,539,4,,,,Old Dominion
2014,1,8,CLE,Justin Gilbert,DB,22,2016,0,0,0,4,3,35,0,0,0,0,0,0,0,0,0,0,0,36,1,,Oklahoma St.
2014,1,9,MIN,Anthony Barr,LB,22,2023,0,4,7,56,52,116,0,0,0,0,0,0,0,0,0,0,0,371,5,18.5,UCLA
2023,3,78,GNB,Tucker Kraft,TE,22,2023,0,0,0,4,4,17,0,0,0,0,0,0,0,0,31,355,2,2,,,South Dakota St.
2014,1,11,TEN,Taylor Lewan,T,23,2022,0,3,7,48,48,105,0,0,0,0,0,0,0,0,1,10,1,,,,Michigan
2015,7,245,TEN,Tre McBride,WR,22,2017,0,0,0,1,0,17,0,0,0,0,0,1,8,0,10,152,1,5,,,William & Mary
2014,1,13,STL,Aaron Donald,DT,23,2023,8,10,9,124,124,154,0,0,0,0,0,0,0,0,0,0,0,340,,111,Pittsburgh
2014,1,14,CHI,Kyle Fuller,DB,22,2022,1,2,5,47,45,113,0,0,0,0,0,0,0,0,0,0,0,371,19,,Virginia Tech
2014,1,15,PIT,Ryan Shazier,LB,22,2017,0,2,3,27,27,46,0,0,0,0,0,0,0,0,0,0,0,202,7,7,Ohio St.
2014,1,16,DAL,Zack Martin,G,23,2023,7,9,9,102,102,152,0,0,0,0,0,0,0,0,0,0,0,,,,Notre Dame
2014,1,17,BAL,C.J. Mosley,LB,22,2023,0,5,7,80,59,129,0,0,0,0,0,0,0,0,0,0,0,674,12,12,Alabama
2014,1,18,NYJ,Calvin Pryor,DB,22,2017,0,0,3,13,13,46,0,0,0,0,0,0,0,0,0,0,0,132,2,0.5,Louisville
2014,1,19,MIA,Ja'Wuan James,T,22,2022,0,0,4,27,26,66,0,0,0,0,0,0,0,0,0,0,0,,,,Tennessee
2021,7,242,NWE,Tre Nixon,WR,23,,0,0,0,,,,,,,,,,,,,,,,,,Central Florida
2014,1,21,GNB,Ha Ha Clinton-Dix,DB,21,2021,0,1,6,34,24,98,0,0,0,0,0,0,0,0,0,0,0,417,16,5.5,Alabama
2014,1,23,KAN,Dee Ford,LB,23,2021,0,1,2,23,21,85,0,0,0,0,0,0,0,0,0,0,0,117,,40,Auburn
2014,1,24,CIN,Darqueze Dennard,DB,22,2021,0,0,0,13,12,87,0,0,0,0,0,0,0,0,0,0,0,230,4,3,Michigan St.
2014,1,25,SDG,Jason Verrett,DB,23,2023,0,1,2,17,13,41,0,0,0,0,0,0,0,0,0,0,0,125,7,,TCU
2014,1,26,PHI,Marcus Smith,LB,22,2018,0,0,0,4,3,53,0,0,0,0,0,0,0,0,0,0,0,25,,6.5,Louisville
2014,1,27,ARI,Deone Bucannon,DB,22,2020,0,0,4,32,29,84,0,0,0,0,0,0,0,0,0,0,0,329,2,7,Washington St.
2023,3,100,LVR,Tre Tucker,WR,22,2023,0,0,0,3,3,16,0,0,0,0,0,10,77,0,19,331,2,2,,,Cincinnati
2014,1,29,NWE,Dominique Easley,DT,22,2018,0,0,0,7,4,41,0,0,0,0,0,0,0,0,0,0,0,44,1,6.5,Florida
2014,1,30,SFO,Jimmie Ward,DB,23,2023,0,0,5,28,25,116,0,0,0,0,0,0,0,0,0,0,0,374,8,3,Northern Illinois
2014,1,31,DEN,Bradley Roby,DB,22,2023,0,0,4,25,15,135,0,0,0,0,0,0,0,0,0,0,0,346,11,5,Ohio St.
2014,2,33,HOU,Xavier Su'a-Filo,G,23,2021,0,0,3,24,17,83,0,0,0,0,0,0,0,0,0,0,0,,,,UCLA
2014,2,34,DAL,DeMarcus Lawrence,DE,22,2023,0,4,6,67,67,137,0,0,0,0,0,0,0,0,0,0,0,278,2,58.5,Boise St.
2014,2,35,CLE,Joel Bitonio,G,22,2023,2,6,8,71,71,144,0,0,0,0,0,0,0,0,0,0,0,3,,,Nevada
2014,2,37,ATL,Ra'Shede Hageman,DT,24,2016,0,0,1,8,8,44,0,0,0,0,0,0,0,0,0,0,0,41,,4,Minnesota
2018,5,157,MIN,Tyler Conklin,TE,23,2023,0,0,2,16,8,98,0,0,0,0,0,3,3,0,212,2095,7,3,,,Central Michigan
2018,3,91,NOR,Tre'Quan Smith,WR,22,2023,0,0,3,15,15,67,0,0,0,0,0,1,3,0,131,1764,18,5,,,Central Florida
2014,2,40,DET,Kyle Van Noy,LB,23,2023,0,0,6,52,4,142,0,0,0,0,0,0,0,0,0,0,0,338,3,42.5,BYU
2014,2,41,STL,Lamarcus Joyner,DB,23,2022,0,0,4,26,15,110,0,0,0,0,0,0,0,0,0,0,0,361,7,5,Florida St.
2014,2,43,NYG,Weston Richburg,OL,23,2019,0,0,5,33,21,79,0,0,0,0,0,0,0,0,0,0,0,,,,Colorado St.
2014,2,44,BUF,Cyrus Kouandjio,T,21,2018,0,0,0,6,5,30,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama
2017,5,177,SFO,Trent Taylor,WR,23,2023,0,0,0,7,6,78,0,0,0,0,0,5,13,0,87,834,3,,,,Louisiana Tech
2014,2,46,PIT,Stephon Tuitt,DE,21,2020,0,0,6,38,38,91,0,0,0,0,0,0,0,0,0,0,0,176,1,34.5,Notre Dame
2014,2,47,WAS,Trent Murphy,LB,23,2020,0,0,4,33,11,86,0,0,0,0,0,0,0,0,0,0,0,117,1,26,Stanford
2014,2,48,BAL,Timmy Jernigan,DT,21,2020,0,0,4,25,14,76,0,0,0,0,0,0,0,0,0,0,0,70,1,17.5,Florida St.
2020,6,206,JAX,Tyler Davis,TE,23,2022,0,0,0,0,0,39,0,0,0,0,0,0,0,0,8,61,0,10,,,Georgia Tech
2014,2,50,SDG,Jeremiah Attaochu,LB,21,2022,0,0,1,15,8,82,0,0,0,0,0,0,0,0,0,0,0,116,,20.5,Georgia Tech
2014,2,51,CHI,Ego Ferguson,DT,22,2015,0,0,0,2,2,20,0,0,0,0,0,0,0,0,0,0,0,13,,2,LSU
2016,4,110,LAR,Tyler Higbee,TE,23,2023,0,0,7,29,29,125,0,0,0,0,0,1,1,0,353,3602,22,4,,,Western Kentucky
2016,5,163,GNB,Trevor Davis,WR,23,2019,0,0,0,2,1,43,0,0,0,0,0,6,86,1,16,205,1,7,,,California
2021,3,88,SFO,Trey Sermon,RB,22,2023,0,0,0,2,1,25,0,0,0,0,0,78,346,1,6,39,0,1,,,Ohio St.
2022,5,169,MIN,Ty Chandler,RB,24,2023,0,0,0,4,4,20,0,0,0,0,0,108,481,3,21,159,0,,,,North Carolina
2023,6,191,TAM,Trey Palmer,WR,22,2023,0,0,0,4,4,17,0,0,0,0,0,3,22,0,39,385,3,,,,Nebraska
2019,6,186,DET,Ty Johnson,RB,21,2023,0,0,0,10,2,72,0,0,0,0,0,238,1057,4,93,730,4,9,,,Maryland
2014,2,58,NOR,Stanley Jean-Baptiste,DB,24,2017,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,,,Nebraska
2014,2,59,IND,Jack Mewhort,T,23,2017,0,0,4,22,22,45,0,0,0,0,0,0,0,0,0,0,0,,,,Ohio St.
2014,2,60,CAR,Kony Ealy,DE,22,2018,0,0,0,12,10,65,0,0,0,0,0,0,0,0,0,0,0,53,2,15,Missouri
2018,7,256,WAS,Trey Quinn,WR,22,2020,0,0,0,2,2,16,0,0,0,0,0,1,0,0,35,273,2,,,,SMU
2022,1,18,TEN,Treylon Burks,WR,22,2023,0,0,0,6,6,22,0,0,0,0,0,9,65,0,49,665,1,,,,Arkansas
2014,2,64,SEA,Justin Britt,T,23,2022,0,0,7,41,39,99,0,0,0,0,0,0,0,0,0,0,0,,,,Missouri
2015,3,85,CIN,Tyler Kroft,TE,22,2023,0,0,2,9,6,100,0,0,0,0,0,0,0,0,105,1081,13,12,,,Rutgers
2014,3,66,WAS,Morgan Moses,OL,23,2023,0,0,8,55,38,152,0,0,0,0,0,0,0,0,0,0,0,1,,,Virginia
2014,3,67,MIA,Billy Turner,T,22,2023,0,0,5,35,5,105,0,0,0,0,0,0,0,0,0,0,0,,,,North Dakota St.
2014,3,68,ATL,Dezmen Southward,DB,23,2017,0,0,0,1,1,20,0,0,0,0,0,0,0,0,0,0,0,17,1,1,Wisconsin
2023,3,81,TEN,Tyjae Spears,RB,22,2023,0,0,0,6,6,17,0,0,0,0,0,100,453,2,52,385,1,,,,Tulane
2014,3,70,SFO,Marcus Martin,C,20,2020,0,0,2,11,11,29,0,0,0,0,0,0,0,0,0,0,0,,,,USC
2014,3,71,CLE,Christian Kirksey,LB,22,2022,0,0,5,40,22,114,0,0,0,0,0,0,0,0,0,0,0,487,7,16.5,Iowa
2014,3,72,MIN,Scott Crichton,DE,22,2015,0,0,0,2,2,21,0,0,0,0,0,0,0,0,0,0,0,8,,,Oregon St.
2014,3,73,BUF,Preston Brown,LB,21,2019,0,0,6,34,28,81,0,0,0,0,0,0,0,0,0,0,0,350,5,1,Louisville
2014,3,74,NYG,Jay Bromley,DT,22,2018,0,0,0,5,5,57,0,0,0,0,0,0,0,0,0,0,0,50,,2,Syracuse
2022,5,151,ATL,Tyler Allgeier,RB,22,2023,0,0,0,13,13,33,0,0,0,0,0,396,1718,7,34,332,2,2,,,BYU
2014,3,76,DET,Travis Swanson,C,23,2018,0,0,4,23,20,65,0,0,0,0,0,0,0,0,0,0,0,1,,,Arkansas
2014,3,77,SFO,Chris Borland,LB,23,2014,0,0,1,6,6,14,0,0,0,0,0,0,0,0,0,0,0,84,2,1,Wisconsin
